Name,City,State,Category,Population
"Fruitland, Maryland",Fruitland, Maryland,city,5285
"Elkton, Maryland",Elkton, Maryland,city,15652
"Manchester, Maryland",Manchester, Maryland,city,5348
"New Carrollton, Maryland",New Carrollton, Maryland,city,13023
"Princess Anne, Maryland",Princess Anne, Maryland,city,11262
"Rockville, Maryland",Rockville, Maryland,city,68401
"Hagerstown, Maryland",Hagerstown, Maryland,city,185704
"Westminster, Maryland",Westminster, Maryland,city,18593
"Leonardtown, Maryland",Leonardtown, Maryland,city,6113
"Frederick, Maryland",Frederick, Maryland,city,154972
"Havre de Grace, Maryland",Havre de Grace, Maryland,city,13576
"Bowie, Maryland",Bowie, Maryland,city,58859
"Chestertown, Maryland",Chestertown, Maryland,city,6896
"Cheverly, Maryland",Cheverly, Maryland,city,6477
"Mount Airy, Maryland",Mount Airy, Maryland,city,9416
"Glenarden, Maryland",Glenarden, Maryland,city,6210
"Greenbelt, Maryland",Greenbelt, Maryland,city,23489
"Aberdeen, Maryland",Aberdeen, Maryland,city,16049
"Riverdale Park, Maryland",Riverdale Park, Maryland,city,7286
"District Heights, Maryland",District Heights, Maryland,city,6022
"Bladensburg, Maryland",Bladensburg, Maryland,city,9450
"Cumberland, Maryland",Cumberland, Maryland,city,49033
"Bel Air, Maryland",Bel Air, Maryland,city,10037
"Taneytown, Maryland",Taneytown, Maryland,city,6658
"College Park, Maryland",College Park, Maryland,city,32303
"Chesapeake Beach, Maryland",Chesapeake Beach, Maryland,city,24565
"Emmitsburg, Maryland",Emmitsburg, Maryland,city,6990
"Westernport, Maryland",Westernport, Maryland,city,5456
"Gaithersburg, Maryland",Gaithersburg, Maryland,city,68710
"Laurel, Maryland",Laurel, Maryland,city,25906
"Baltimore, Maryland",Baltimore, Maryland,city,2170504
"Marlborough, Massachusetts",Marlborough, Massachusetts,city,39873
"Quincy, Massachusetts",Quincy, Massachusetts,city,94166
"Chicopee, Massachusetts",Chicopee, Massachusetts,city,55515
"Waltham, Massachusetts",Waltham, Massachusetts,city,62442
"Medford, Massachusetts",Medford, Massachusetts,city,57797
"Gloucester, Massachusetts",Gloucester, Massachusetts,city,30172
"Boston, Massachusetts",Boston, Massachusetts,city,4637537
"Haverhill, Massachusetts",Haverhill, Massachusetts,city,63639
"Newton, Massachusetts",Newton, Massachusetts,city,88994
"Pittsfield, Massachusetts",Pittsfield, Massachusetts,city,56291
"Everett, Massachusetts",Everett, Massachusetts,city,46324
"Salem, Massachusetts",Salem, Massachusetts,city,43415
"Brockton, Massachusetts",Brockton, Massachusetts,city,95672
"North Adams, Massachusetts",North Adams, Massachusetts,city,17477
"Watertown, Massachusetts",Watertown, Massachusetts,city,35756
"Westfield, Massachusetts",Westfield, Massachusetts,city,41700
"Cambridge, Massachusetts",Cambridge, Massachusetts,city,113630
"Somerville, Massachusetts",Somerville, Massachusetts,city,81360
"Northampton, Massachusetts",Northampton, Massachusetts,city,28593
"Methuen, Massachusetts",Methuen, Massachusetts,city,50259
"Holyoke, Massachusetts",Holyoke, Massachusetts,city,40341
"Newburyport, Massachusetts",Newburyport, Massachusetts,city,18060
"Fitchburg, Massachusetts",Fitchburg, Massachusetts,city,40793
"Lawrence, Massachusetts",Lawrence, Massachusetts,city,80162
"Revere, Massachusetts",Revere, Massachusetts,city,53993
"New Bedford, Massachusetts",New Bedford, Massachusetts,city,149528
"Beverly, Massachusetts",Beverly, Massachusetts,city,41816
"Woburn, Massachusetts",Woburn, Massachusetts,city,39701
"Chelsea, Massachusetts",Chelsea, Massachusetts,city,40227
"Worcester, Massachusetts",Worcester, Massachusetts,city,498997
"Melrose, Massachusetts",Melrose, Massachusetts,city,28367
"Peabody, Massachusetts",Peabody, Massachusetts,city,52987
"Springfield, Massachusetts",Springfield, Massachusetts,city,628076
"Lowell, Massachusetts",Lowell, Massachusetts,city,111346
"Leominster, Massachusetts",Leominster, Massachusetts,city,119400
"Gardner, Massachusetts",Gardner, Massachusetts,city,20640
"Malden, Massachusetts",Malden, Massachusetts,city,61246
"Lynn, Massachusetts",Lynn, Massachusetts,city,94063
"Attleboro, Massachusetts",Attleboro, Massachusetts,city,44590
"Fall River, Massachusetts",Fall River, Massachusetts,city,89420
"Taunton, Massachusetts",Taunton, Massachusetts,city,57139
"Toledo, Ohio",Toledo, Ohio,city,488672
"University Heights, Ohio",University Heights, Ohio,city,13028
"Sheffield Lake, Ohio",Sheffield Lake, Ohio,city,8976
"Blue Ash, Ohio",Blue Ash, Ohio,city,12199
"Trotwood, Ohio",Trotwood, Ohio,city,24386
"Hamilton, Ohio",Hamilton, Ohio,city,62092
"Grove City, Ohio",Grove City, Ohio,city,41022
"Northwood, Ohio",Northwood, Ohio,city,5396
"Akron, Ohio",Akron, Ohio,city,565920
"Centerville, Ohio",Centerville, Ohio,city,23787
"Lakewood, Ohio",Lakewood, Ohio,city,50249
"Wickliffe, Ohio",Wickliffe, Ohio,city,12736
"Monroe, Ohio",Monroe, Ohio,city,13683
"Montgomery, Ohio",Montgomery, Ohio,city,10746
"Newark, Ohio",Newark, Ohio,city,79025
"Richmond Heights, Ohio",Richmond Heights, Ohio,city,10417
"Vandalia, Ohio",Vandalia, Ohio,city,15053
"Columbiana, Ohio",Columbiana, Ohio,city,7920
"Kirtland, Ohio",Kirtland, Ohio,city,6824
"Oberlin, Ohio",Oberlin, Ohio,city,7958
"North Canton, Ohio",North Canton, Ohio,city,17290
"Napoleon, Ohio",Napoleon, Ohio,city,8274
"Bellefontaine, Ohio",Bellefontaine, Ohio,city,13027
"Cambridge, Ohio",Cambridge, Ohio,city,14911
"Medina, Ohio",Medina, Ohio,city,26190
"Shaker Heights, Ohio",Shaker Heights, Ohio,city,27440
"Galion, Ohio",Galion, Ohio,city,15237
"Brecksville, Ohio",Brecksville, Ohio,city,13632
"Trenton, Ohio",Trenton, Ohio,city,12912
"Lisbon, Ohio",Lisbon, Ohio,city,5439
"Worthington, Ohio",Worthington, Ohio,city,14646
"Union, Ohio",Union, Ohio,city,6624
"Miamisburg, Ohio",Miamisburg, Ohio,city,19985
"Steubenville, Ohio",Steubenville, Ohio,city,18003
"Eastlake, Ohio",Eastlake, Ohio,city,18172
"Powell, Ohio",Powell, Ohio,city,13204
"The Village of Indian Hill, Ohio",The Village of Indian Hill, Ohio,city,5874
"New Albany, Ohio",New Albany, Ohio,city,10718
"Bedford Heights, Ohio",Bedford Heights, Ohio,city,10580
"Russells Point, Ohio",Russells Point, Ohio,city,6447
"Ashville, Ohio",Ashville, Ohio,city,6297
"Jackson, Ohio",Jackson, Ohio,city,11502
"Strongsville, Ohio",Strongsville, Ohio,city,44744
"Harrison, Ohio",Harrison, Ohio,city,14740
"Cleveland, Ohio",Cleveland, Ohio,city,1730363
"Campbell, Ohio",Campbell, Ohio,city,7890
"Athens, Ohio",Athens, Ohio,city,29926
"Stow, Ohio",Stow, Ohio,city,34769
"Lyndhurst, Ohio",Lyndhurst, Ohio,city,13557
"Ashland, Ohio",Ashland, Ohio,city,20318
"Cleveland Heights, Ohio",Cleveland Heights, Ohio,city,44562
"Parma, Ohio",Parma, Ohio,city,79167
"Warren, Ohio",Warren, Ohio,city,39562
"Caldwell, Ohio",Caldwell, Ohio,city,5374
"Norton, Ohio",Norton, Ohio,city,12013
"Delphos, Ohio",Delphos, Ohio,city,7304
"Westerville, Ohio",Westerville, Ohio,city,39737
"Seven Hills, Ohio",Seven Hills, Ohio,city,11663
"Norwood, Ohio",Norwood, Ohio,city,19870
"Fostoria, Ohio",Fostoria, Ohio,city,14492
"Oakwood, Ohio",Oakwood, Ohio,city,8993
"Hudson, Ohio",Hudson, Ohio,city,22245
"Port Clinton, Ohio",Port Clinton, Ohio,city,13043
"Hillsboro, Ohio",Hillsboro, Ohio,city,6573
"Circleville, Ohio",Circleville, Ohio,city,15657
"Middleburg Heights, Ohio",Middleburg Heights, Ohio,city,15587
"Reynoldsburg, Ohio",Reynoldsburg, Ohio,city,37847
"Mount Vernon, Ohio",Mount Vernon, Ohio,city,21720
"Gahanna, Ohio",Gahanna, Ohio,city,35297
"Wilmington, Ohio",Wilmington, Ohio,city,12253
"Madeira, Ohio",Madeira, Ohio,city,9149
"Fairfield, Ohio",Fairfield, Ohio,city,42566
"Shelby, Ohio",Shelby, Ohio,city,9011
"Cuyahoga Falls, Ohio",Cuyahoga Falls, Ohio,city,49247
"Youngstown, Ohio",Youngstown, Ohio,city,373728
"Canal Winchester, Ohio",Canal Winchester, Ohio,city,8294
"Mayfield Heights, Ohio",Mayfield Heights, Ohio,city,18682
"Twinsburg, Ohio",Twinsburg, Ohio,city,18959
"Grandview Heights, Ohio",Grandview Heights, Ohio,city,7778
"Pickerington, Ohio",Pickerington, Ohio,city,20402
"Lebanon, Ohio",Lebanon, Ohio,city,20622
"Sandusky, Ohio",Sandusky, Ohio,city,47188
"South Euclid, Ohio",South Euclid, Ohio,city,21598
"Euclid, Ohio",Euclid, Ohio,city,47201
"Wyoming, Ohio",Wyoming, Ohio,city,8536
"Zanesville, Ohio",Zanesville, Ohio,city,41969
"Defiance, Ohio",Defiance, Ohio,city,18519
"Avon, Ohio",Avon, Ohio,city,23054
"Saint Clairsville, Ohio",Saint Clairsville, Ohio,city,5049
"Alliance, Ohio",Alliance, Ohio,city,31758
"Seville, Ohio",Seville, Ohio,city,7731
"Deer Park, Ohio",Deer Park, Ohio,city,5679
"Mount Healthy, Ohio",Mount Healthy, Ohio,city,6063
"Painesville, Ohio",Painesville, Ohio,city,19813
"Wauseon, Ohio",Wauseon, Ohio,city,7202
"Fairlawn, Ohio",Fairlawn, Ohio,city,7468
"Norwalk, Ohio",Norwalk, Ohio,city,20576
"Maple Heights, Ohio",Maple Heights, Ohio,city,22400
"Ontario, Ohio",Ontario, Ohio,city,6077
"Fairborn, Ohio",Fairborn, Ohio,city,33541
"Sharonville, Ohio",Sharonville, Ohio,city,13797
"Rittman, Ohio",Rittman, Ohio,city,6564
"Orrville, Ohio",Orrville, Ohio,city,8643
"Kent, Ohio",Kent, Ohio,city,29915
"Dover, Ohio",Dover, Ohio,city,12766
"Mentor, Ohio",Mentor, Ohio,city,47121
"Conneaut, Ohio",Conneaut, Ohio,city,13890
"Rossford, Ohio",Rossford, Ohio,city,6524
"Ashtabula, Ohio",Ashtabula, Ohio,city,27840
"Garfield Heights, Ohio",Garfield Heights, Ohio,city,27835
"Canal Fulton, Ohio",Canal Fulton, Ohio,city,5451
"Moraine, Ohio",Moraine, Ohio,city,6445
"Barberton, Ohio",Barberton, Ohio,city,26120
"Forest Park, Ohio",Forest Park, Ohio,city,18690
"Delaware, Ohio",Delaware, Ohio,city,39267
"Riverside, Ohio",Riverside, Ohio,city,25094
"Massillon, Ohio",Massillon, Ohio,city,32342
"East Liverpool, Ohio",East Liverpool, Ohio,city,30146
"North Olmsted, Ohio",North Olmsted, Ohio,city,31734
"Ironton, Ohio",Ironton, Ohio,city,10722
"Olmsted Falls, Ohio",Olmsted Falls, Ohio,city,8912
"Ravenna, Ohio",Ravenna, Ohio,city,11461
"Springboro, Ohio",Springboro, Ohio,city,18610
"Struthers, Ohio",Struthers, Ohio,city,10254
"Marysville, Ohio",Marysville, Ohio,city,24186
"Streetsboro, Ohio",Streetsboro, Ohio,city,16365
"Troy, Ohio",Troy, Ohio,city,25865
"London, Ohio",London, Ohio,city,14597
"Bay Village, Ohio",Bay Village, Ohio,city,15344
"Chillicothe, Ohio",Chillicothe, Ohio,city,31671
"Kenton, Ohio",Kenton, Ohio,city,8231
"Washington Court House, Ohio",Washington Court House, Ohio,city,15192
"Bucyrus, Ohio",Bucyrus, Ohio,city,11853
"Celina, Ohio",Celina, Ohio,city,11139
"Amherst, Ohio",Amherst, Ohio,city,12088
"Wellston, Ohio",Wellston, Ohio,city,5526
"Middletown, Ohio",Middletown, Ohio,city,97762
"Ada, Ohio",Ada, Ohio,city,5598
"Brooklyn, Ohio",Brooklyn, Ohio,city,10792
"Englewood, Ohio",Englewood, Ohio,city,13470
"Willowick, Ohio",Willowick, Ohio,city,14148
"Berea, Ohio",Berea, Ohio,city,18850
"Lancaster, Ohio",Lancaster, Ohio,city,44200
"Springfield, Ohio",Springfield, Ohio,city,83286
"Pepper Pike, Ohio",Pepper Pike, Ohio,city,6258
"Macedonia, Ohio",Macedonia, Ohio,city,11940
"Carlisle, Ohio",Carlisle, Ohio,city,5336
"Tipp City, Ohio",Tipp City, Ohio,city,9956
"North Ridgeville, Ohio",North Ridgeville, Ohio,city,33436
"Fremont, Ohio",Fremont, Ohio,city,22576
"Kettering, Ohio",Kettering, Ohio,city,55175
"Beavercreek, Ohio",Beavercreek, Ohio,city,46948
"Hilliard, Ohio",Hilliard, Ohio,city,35939
"Canton, Ohio",Canton, Ohio,city,271184
"Louisville, Ohio",Louisville, Ohio,city,9335
"Willoughby, Ohio",Willoughby, Ohio,city,22860
"Columbus, Ohio",Columbus, Ohio,city,1528314
"Niles, Ohio",Niles, Ohio,city,18473
"Loveland, Ohio",Loveland, Ohio,city,12770
"Greenfield, Ohio",Greenfield, Ohio,city,5007
"Bowling Green, Ohio",Bowling Green, Ohio,city,32572
"Logan, Ohio",Logan, Ohio,city,7985
"Canfield, Ohio",Canfield, Ohio,city,7256
"Brunswick, Ohio",Brunswick, Ohio,city,34867
"Marietta, Ohio",Marietta, Ohio,city,21772
"Oxford, Ohio",Oxford, Ohio,city,22862
"Wapakoneta, Ohio",Wapakoneta, Ohio,city,10591
"North College Hill, Ohio",North College Hill, Ohio,city,9309
"Granville, Ohio",Granville, Ohio,city,5773
"Reading, Ohio",Reading, Ohio,city,10260
"Sunbury, Ohio",Sunbury, Ohio,city,5293
"Brook Park, Ohio",Brook Park, Ohio,city,18626
"Middleport, Ohio",Middleport, Ohio,city,8274
"Broadview Heights, Ohio",Broadview Heights, Ohio,city,19227
"Ottawa, Ohio",Ottawa, Ohio,city,5153
"New Bremen, Ohio",New Bremen, Ohio,city,7418
"Waterville, Ohio",Waterville, Ohio,city,5492
"Grafton, Ohio",Grafton, Ohio,city,6015
"Heath, Ohio",Heath, Ohio,city,10713
"Bedford, Ohio",Bedford, Ohio,city,12627
"Upper Sandusky, Ohio",Upper Sandusky, Ohio,city,5974
"Dublin, Ohio",Dublin, Ohio,city,47619
"Eaton, Ohio",Eaton, Ohio,city,7896
"Westlake, Ohio",Westlake, Ohio,city,32297
"Marion, Ohio",Marion, Ohio,city,45324
"Huron, Ohio",Huron, Ohio,city,6923
"Upper Arlington, Ohio",Upper Arlington, Ohio,city,35337
"Oregon, Ohio",Oregon, Ohio,city,19973
"Milford, Ohio",Milford, Ohio,city,6887
"Sidney, Ohio",Sidney, Ohio,city,21319
"Clyde, Ohio",Clyde, Ohio,city,5927
"New Carlisle, Ohio",New Carlisle, Ohio,city,5586
"Salem, Ohio",Salem, Ohio,city,17829
"Uhrichsville, Ohio",Uhrichsville, Ohio,city,5351
"Cheviot, Ohio",Cheviot, Ohio,city,8292
"New Franklin, Ohio",New Franklin, Ohio,city,14165
"Piqua, Ohio",Piqua, Ohio,city,21581
"Chardon, Ohio",Chardon, Ohio,city,8063
"Cincinnati, Ohio",Cincinnati, Ohio,city,1648254
"Beachwood, Ohio",Beachwood, Ohio,city,11696
"Perrysburg, Ohio",Perrysburg, Ohio,city,21482
"Sylvania, Ohio",Sylvania, Ohio,city,18941
"Urbana, Ohio",Urbana, Ohio,city,11314
"Munroe Falls, Ohio",Munroe Falls, Ohio,city,5063
"Coshocton, Ohio",Coshocton, Ohio,city,11339
"Findlay, Ohio",Findlay, Ohio,city,48582
"Bryan, Ohio",Bryan, Ohio,city,9546
"Franklin, Ohio",Franklin, Ohio,city,11735
"Hubbard, Ohio",Hubbard, Ohio,city,7485
"Garrettsville, Ohio",Garrettsville, Ohio,city,6130
"Parma Heights, Ohio",Parma Heights, Ohio,city,20053
"East Cleveland, Ohio",East Cleveland, Ohio,city,17187
"Green, Ohio",Green, Ohio,city,25747
"New Philadelphia, Ohio",New Philadelphia, Ohio,city,46736
"Clayton, Ohio",Clayton, Ohio,city,13215
"Nelsonville, Ohio",Nelsonville, Ohio,city,6241
"Pataskala, Ohio",Pataskala, Ohio,city,15566
"Bexley, Ohio",Bexley, Ohio,city,13786
"Elyria, Ohio",Elyria, Ohio,city,53883
"Warrensville Heights, Ohio",Warrensville Heights, Ohio,city,13251
"Lorain, Ohio",Lorain, Ohio,city,180239
"Martins Ferry, Ohio",Martins Ferry, Ohio,city,6659
"North Royalton, Ohio",North Royalton, Ohio,city,30294
"Willard, Ohio",Willard, Ohio,city,6118
"Tallmadge, Ohio",Tallmadge, Ohio,city,17552
"Bellbrook, Ohio",Bellbrook, Ohio,city,7218
"Wooster, Ohio",Wooster, Ohio,city,31011
"Rocky River, Ohio",Rocky River, Ohio,city,20216
"Wadsworth, Ohio",Wadsworth, Ohio,city,23476
"Highland Heights, Ohio",Highland Heights, Ohio,city,8414
"Van Wert, Ohio",Van Wert, Ohio,city,10557
"Avon Lake, Ohio",Avon Lake, Ohio,city,24184
"Xenia, Ohio",Xenia, Ohio,city,26562
"Mentor-on-the-Lake, Ohio",Mentor-on-the-Lake, Ohio,city,7404
"Lima, Ohio",Lima, Ohio,city,69798
"Groveport, Ohio",Groveport, Ohio,city,5621
"Independence, Ohio",Independence, Ohio,city,7124
"Aurora, Ohio",Aurora, Ohio,city,15982
"Portsmouth, Ohio",Portsmouth, Ohio,city,36622
"Tiffin, Ohio",Tiffin, Ohio,city,19091
"Mansfield, Ohio",Mansfield, Ohio,city,72635
"Springdale, Ohio",Springdale, Ohio,city,11213
"Germantown, Ohio",Germantown, Ohio,city,5503
"Huber Heights, Ohio",Huber Heights, Ohio,city,37986
"Saint Marys, Ohio",Saint Marys, Ohio,city,9169
"Bellevue, Ohio",Bellevue, Ohio,city,8171
"Maumee, Ohio",Maumee, Ohio,city,13787
"Mason, Ohio",Mason, Ohio,city,33235
"Solon, Ohio",Solon, Ohio,city,22962
"Belpre, Ohio",Belpre, Ohio,city,6406
"Brookville, Ohio",Brookville, Ohio,city,5888
"Greenville, Ohio",Greenville, Ohio,city,12877
"Fairview Park, Ohio",Fairview Park, Ohio,city,16292
"Dayton, Ohio",Dayton, Ohio,city,718169
"Vermilion, Ohio",Vermilion, Ohio,city,10453
"Cortland, Ohio",Cortland, Ohio,city,6800
"Geneva, Ohio",Geneva, Ohio,city,7364
"Whitehall, Ohio",Whitehall, Ohio,city,18913
"Girard, Ohio",Girard, Ohio,city,9378
"Willoughby Hills, Ohio",Willoughby Hills, Ohio,city,9550
"South Ogden, Utah",South Ogden, Utah,city,17101
"Harrisville, Utah",Harrisville, Utah,city,6535
"North Salt Lake, Utah",North Salt Lake, Utah,city,20507
"Spanish Fork, Utah",Spanish Fork, Utah,city,39443
"Orem, Utah",Orem, Utah,city,97839
"West Valley City, Utah",West Valley City, Utah,city,136170
"Enoch, Utah",Enoch, Utah,city,6756
"Cedar Hills, Utah",Cedar Hills, Utah,city,10334
"Hooper, Utah",Hooper, Utah,city,8668
"Bluffdale, Utah",Bluffdale, Utah,city,13484
"Bountiful, Utah",Bountiful, Utah,city,44107
"Saratoga Springs, Utah",Saratoga Springs, Utah,city,29608
"Providence, Utah",Providence, Utah,city,7411
"Hyrum, Utah",Hyrum, Utah,city,8197
"West Bountiful, Utah",West Bountiful, Utah,city,5650
"Centerville, Utah",Centerville, Utah,city,17657
"Hurricane, Utah",Hurricane, Utah,city,20362
"West Jordan, Utah",West Jordan, Utah,city,113905
"North Ogden, Utah",North Ogden, Utah,city,19465
"Ivins, Utah",Ivins, Utah,city,8726
"Tooele, Utah",Tooele, Utah,city,34029
"Holladay, Utah",Holladay, Utah,city,30709
"Riverton, Utah",Riverton, Utah,city,43344
"Vernal, Utah",Vernal, Utah,city,19613
"Midvale, Utah",Midvale, Utah,city,33208
"Smithfield, Utah",Smithfield, Utah,city,11374
"American Fork, Utah",American Fork, Utah,city,29527
"Grantsville, Utah",Grantsville, Utah,city,8254
"Salt Lake City, Utah",Salt Lake City, Utah,city,1098400
"Alpine, Utah",Alpine, Utah,city,10371
"Clinton, Utah",Clinton, Utah,city,21971
"Layton, Utah",Layton, Utah,city,76691
"Springville, Utah",Springville, Utah,city,33294
"Roosevelt, Utah",Roosevelt, Utah,city,6694
"Sunset, Utah",Sunset, Utah,city,5286
"West Haven, Utah",West Haven, Utah,city,13532
"Farmington, Utah",Farmington, Utah,city,24066
"Ephraim, Utah",Ephraim, Utah,city,6734
"Price, Utah",Price, Utah,city,13451
"Ogden, Utah",Ogden, Utah,city,573632
"Saint George, Utah",Saint George, Utah,city,113906
"Clearfield, Utah",Clearfield, Utah,city,31363
"Millcreek, Utah",Millcreek, Utah,city,60192
"Highland, Utah",Highland, Utah,city,18957
"Washington Terrace, Utah",Washington Terrace, Utah,city,9152
"Kaysville, Utah",Kaysville, Utah,city,31776
"Midway, Utah",Midway, Utah,city,5093
"Eagle Mountain, Utah",Eagle Mountain, Utah,city,32204
"Cottonwood Heights, Utah",Cottonwood Heights, Utah,city,33996
"Washington, Utah",Washington, Utah,city,26405
"Moab, Utah",Moab, Utah,city,7164
"Vineyard, Utah",Vineyard, Utah,city,6210
"Nibley, Utah",Nibley, Utah,city,6917
"Taylorsville, Utah",Taylorsville, Utah,city,59992
"Lehi, Utah",Lehi, Utah,city,62712
"Cedar City, Utah",Cedar City, Utah,city,36592
"Brigham City, Utah",Brigham City, Utah,city,19182
"Pleasant View, Utah",Pleasant View, Utah,city,10287
"Santa Clara, Utah",Santa Clara, Utah,city,7418
"Salem, Utah",Salem, Utah,city,8210
"Park City, Utah",Park City, Utah,city,14800
"Mapleton, Utah",Mapleton, Utah,city,9773
"Logan, Utah",Logan, Utah,city,100774
"Provo, Utah",Provo, Utah,city,503695
"Nephi, Utah",Nephi, Utah,city,5797
"North Logan, Utah",North Logan, Utah,city,10646
"South Salt Lake, Utah",South Salt Lake, Utah,city,24956
"Plain City, Utah",Plain City, Utah,city,6764
"Draper, Utah",Draper, Utah,city,47710
"Syracuse, Utah",Syracuse, Utah,city,29507
"Tremonton, Utah",Tremonton, Utah,city,11155
"West Point, Utah",West Point, Utah,city,10603
"Roy, Utah",Roy, Utah,city,38595
"Farr West, Utah",Farr West, Utah,city,6996
"Fruit Heights, Utah",Fruit Heights, Utah,city,6215
"Richfield, Utah",Richfield, Utah,city,7533
"Pleasant Grove, Utah",Pleasant Grove, Utah,city,38845
"Woods Cross, Utah",Woods Cross, Utah,city,11362
"Lindon, Utah",Lindon, Utah,city,10968
"Herriman, Utah",Herriman, Utah,city,39224
"Murray, Utah",Murray, Utah,city,49295
"South Jordan, Utah",South Jordan, Utah,city,70954
"Santaquin, Utah",Santaquin, Utah,city,12683
"Payson, Utah",Payson, Utah,city,19892
"Riverdale, Utah",Riverdale, Utah,city,8758
"South Weber, Utah",South Weber, Utah,city,7310
"Bolivar, Missouri",Bolivar, Missouri,city,10218
"Pleasant Hill, Missouri",Pleasant Hill, Missouri,city,8477
"Columbia, Missouri",Columbia, Missouri,city,139945
"Parkville, Missouri",Parkville, Missouri,city,6772
"Chesterfield, Missouri",Chesterfield, Missouri,city,47588
"Hannibal, Missouri",Hannibal, Missouri,city,18136
"Republic, Missouri",Republic, Missouri,city,16294
"Branson, Missouri",Branson, Missouri,city,24682
"Lebanon, Missouri",Lebanon, Missouri,city,14179
"Forsyth, Missouri",Forsyth, Missouri,city,7354
"Wentzville, Missouri",Wentzville, Missouri,city,39414
"Ferguson, Missouri",Ferguson, Missouri,city,20728
"Town and Country, Missouri",Town and Country, Missouri,city,11115
"Grandview, Missouri",Grandview, Missouri,city,25159
"Scott City, Missouri",Scott City, Missouri,city,5136
"Dexter, Missouri",Dexter, Missouri,city,9029
"Glendale, Missouri",Glendale, Missouri,city,5886
"Jennings, Missouri",Jennings, Missouri,city,14674
"Richmond, Missouri",Richmond, Missouri,city,5176
"Saint Peters, Missouri",Saint Peters, Missouri,city,57178
"Nixa, Missouri",Nixa, Missouri,city,21321
"Union, Missouri",Union, Missouri,city,9777
"Bowling Green, Missouri",Bowling Green, Missouri,city,5568
"Pacific, Missouri",Pacific, Missouri,city,10634
"Raymore, Missouri",Raymore, Missouri,city,21167
"Nevada, Missouri",Nevada, Missouri,city,8581
"Sunset Hills, Missouri",Sunset Hills, Missouri,city,8492
"Clayton, Missouri",Clayton, Missouri,city,16805
"Eureka, Missouri",Eureka, Missouri,city,11685
"Joplin, Missouri",Joplin, Missouri,city,86298
"Saint Louis, Missouri",Saint Louis, Missouri,city,2078283
"Lake Saint Louis, Missouri",Lake Saint Louis, Missouri,city,15936
"Grain Valley, Missouri",Grain Valley, Missouri,city,13996
"Manchester, Missouri",Manchester, Missouri,city,18112
"Richmond Heights, Missouri",Richmond Heights, Missouri,city,8369
"Wildwood, Missouri",Wildwood, Missouri,city,35501
"Kearney, Missouri",Kearney, Missouri,city,8834
"Valley Park, Missouri",Valley Park, Missouri,city,6902
"Savannah, Missouri",Savannah, Missouri,city,5269
"Sikeston, Missouri",Sikeston, Missouri,city,16371
"Willard, Missouri",Willard, Missouri,city,5675
"Liberty, Missouri",Liberty, Missouri,city,31507
"Monett, Missouri",Monett, Missouri,city,8562
"Ladue, Missouri",Ladue, Missouri,city,8612
"Florissant, Missouri",Florissant, Missouri,city,51443
"Clinton, Missouri",Clinton, Missouri,city,8646
"Saint Robert, Missouri",Saint Robert, Missouri,city,5773
"Bonne Terre, Missouri",Bonne Terre, Missouri,city,7256
"Bellefontaine Neighbors, Missouri",Bellefontaine Neighbors, Missouri,city,10628
"De Soto, Missouri",De Soto, Missouri,city,7182
"Charleston, Missouri",Charleston, Missouri,city,5584
"Battlefield, Missouri",Battlefield, Missouri,city,6138
"Mexico, Missouri",Mexico, Missouri,city,11320
"Excelsior Springs, Missouri",Excelsior Springs, Missouri,city,11412
"Olivette, Missouri",Olivette, Missouri,city,7832
"Odessa, Missouri",Odessa, Missouri,city,5100
"Marshfield, Missouri",Marshfield, Missouri,city,7418
"Belton, Missouri",Belton, Missouri,city,23480
"Poplar Bluff, Missouri",Poplar Bluff, Missouri,city,20518
"Cape Girardeau, Missouri",Cape Girardeau, Missouri,city,54588
"Springfield, Missouri",Springfield, Missouri,city,287222
"Boonville, Missouri",Boonville, Missouri,city,9344
"Sedalia, Missouri",Sedalia, Missouri,city,26399
"Trenton, Missouri",Trenton, Missouri,city,5431
"Jefferson City, Missouri",Jefferson City, Missouri,city,58279
"Independence, Missouri",Independence, Missouri,city,117306
"Caruthersville, Missouri",Caruthersville, Missouri,city,5349
"Creve Coeur, Missouri",Creve Coeur, Missouri,city,18702
"Warrensburg, Missouri",Warrensburg, Missouri,city,22136
"Gladstone, Missouri",Gladstone, Missouri,city,27140
"Oak Grove, Missouri",Oak Grove, Missouri,city,8112
"Farmington, Missouri",Farmington, Missouri,city,44664
"Sullivan, Missouri",Sullivan, Missouri,city,9198
"Washington, Missouri",Washington, Missouri,city,14300
"Peculiar, Missouri",Peculiar, Missouri,city,5118
"Warrenton, Missouri",Warrenton, Missouri,city,9487
"Pevely, Missouri",Pevely, Missouri,city,5837
"Jackson, Missouri",Jackson, Missouri,city,14932
"Dardenne Prairie, Missouri",Dardenne Prairie, Missouri,city,13310
"Perryville, Missouri",Perryville, Missouri,city,8660
"Saint Clair, Missouri",Saint Clair, Missouri,city,5945
"Aurora, Missouri",Aurora, Missouri,city,8335
"Des Peres, Missouri",Des Peres, Missouri,city,8573
"Rolla, Missouri",Rolla, Missouri,city,20917
"Ellisville, Missouri",Ellisville, Missouri,city,9770
"Webster Groves, Missouri",Webster Groves, Missouri,city,22886
"Weldon Spring, Missouri",Weldon Spring, Missouri,city,5578
"Festus, Missouri",Festus, Missouri,city,12034
"Fulton, Missouri",Fulton, Missouri,city,12248
